id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
104076,159249,22281,"F.M. Kirby Foundation",1333,"American Council on Science and Health",45000,,2011,,
104077,159250,22281,"F.M. Kirby Foundation",2471,"American Diabetes Association",85000,,2011,,
104078,159251,22281,"F.M. Kirby Foundation",29129,"American Enterprise Institute for Public Policy Research",40000,,2011,,
104079,159252,22281,"F.M. Kirby Foundation",22459,"American Federation for Aging Research",75000,,2011,,
104080,159253,22281,"F.M. Kirby Foundation",15458,"American Foundation for the Blind",27500,,2011,,
104081,159254,22281,"F.M. Kirby Foundation",22563,"American Heart Association - Founders Affiliate",125000,,2011,,
104082,159255,22281,"F.M. Kirby Foundation",5603,"American Museum of Natural History",20000,,2011,,
104083,159256,22281,"F.M. Kirby Foundation",947,"American Red Cross",500000,,2011,,
104084,159257,22281,"F.M. Kirby Foundation",22461,"American Red Cross - Wyoming Valley Chapter",20000,,2011,,
104085,159258,22281,"F.M. Kirby Foundation",22519,"American Red Cross of Northern New Jersey &amp; Fairfield",112500,,2011,,
104086,159259,22281,"F.M. Kirby Foundation",22289,"Appalachian Trail Conservancy",20000,,2011,,
104087,159260,22281,"F.M. Kirby Foundation",15165,"Arthritis Foundation",90000,,2011,,
104088,159261,22281,"F.M. Kirby Foundation",22291,"Arts Council of the Morris Area",40000,,2011,,
104089,159262,22281,"F.M. Kirby Foundation",3642,"Atlantic Legal Foundation",37500,,2011,,
104090,159263,22281,"F.M. Kirby Foundation",22485,"Bald Head Island Conservancy",40000,,2011,,
104091,159264,22281,"F.M. Kirby Foundation",22430,"Be The Match Foundation",100000,,2011,,
104092,159265,22281,"F.M. Kirby Foundation",7115,"Big Apple Circus",20000,,2011,,
104093,159266,22281,"F.M. Kirby Foundation",16962,"Big Brothers Big Sisters of Morris Bergen Passaic &amp; Sussex",10000,,2011,,
104094,159267,22281,"F.M. Kirby Foundation",829,"Bill of Rights Institute",27500,,2011,,
104095,159268,22281,"F.M. Kirby Foundation",21818,"Bonnie Brae",18000,,2011,,
104096,159269,22281,"F.M. Kirby Foundation",19920,"Boy Scouts of America Patriots' Path Council",50000,,2011,,
104097,159270,22281,"F.M. Kirby Foundation",4180,"Boys &amp; Girls Clubs of America",20000,,2011,,
104098,159271,22281,"F.M. Kirby Foundation",22296,"Brandvwine Conservancy",15000,,2011,,
104099,159272,22281,"F.M. Kirby Foundation",22431,"Bruce Museum of Arts and Science",20000,,2011,,
104100,159273,22281,"F.M. Kirby Foundation",22556,"Camp Sunshine",8000,,2011,,
104101,159274,22281,"F.M. Kirby Foundation",18544,"Cancer Hope Network",15000,,2011,,
104102,159275,22281,"F.M. Kirby Foundation",14520,"Cancer Institute of New Jersey Foundation",120000,,2011,,
104103,159276,22281,"F.M. Kirby Foundation",5924,"Cancer Research Institute",100000,,2011,,
104104,159277,22281,"F.M. Kirby Foundation",22299,"Caring House Inc.",10000,,2011,,
104105,159278,22281,"F.M. Kirby Foundation",22300,"Carolina Theatre of Durham",30000,,2011,,
104106,159279,22281,"F.M. Kirby Foundation",22487,"CASA of Morris and Sussex Counties",22500,,2011,,
104107,159280,22281,"F.M. Kirby Foundation",22433,"Center for Child and Family Health (Durham NC)",25000,,2011,,
104108,159281,22281,"F.M. Kirby Foundation",833,"Center for Immigration Studies",20000,,2011,,
104109,159282,22281,"F.M. Kirby Foundation",22303,"Center for Individual Rights",135000,,2011,,
104110,159283,22281,"F.M. Kirby Foundation",6997,"Central Park Conservancy",30000,,2011,,
104111,159284,22281,"F.M. Kirby Foundation",22565,"Cerebral Palsy International Research Foundation",50000,,2011,,
104112,159285,22281,"F.M. Kirby Foundation",22306,"Cheshire Home (Florham Park NJ)",26500,,2011,,
104113,159286,22281,"F.M. Kirby Foundation",22488,"Children On the Green",5500,,2011,,
104114,159287,22281,"F.M. Kirby Foundation",22308,"Children's Aid and Family Services",15000,,2011,,
104115,159288,22281,"F.M. Kirby Foundation",7271,"Christopher and Dana Reeve Foundation",250000,,2011,,
104116,159289,22281,"F.M. Kirby Foundation",3644,"Clare Boothe Luce Policy Institute",30000,,2011,,
104117,159290,22281,"F.M. Kirby Foundation",13049,"Colby College",10000,,2011,,
104118,159291,22281,"F.M. Kirby Foundation",5147,"Cold Spring Harbor Laboratory",100000,,2011,,
104119,159292,22281,"F.M. Kirby Foundation",21825,"Community Food Bank of New Jersey",15000,,2011,,
104120,159293,22281,"F.M. Kirby Foundation",4007,"Community Hope",22500,,2011,,
104121,159294,22281,"F.M. Kirby Foundation",22574,"Conservation Resources",15000,,2011,,
104122,159295,22281,"F.M. Kirby Foundation",12998,"Conservation Trust for North Carolina",15000,,2011,,
104123,159296,22281,"F.M. Kirby Foundation",8226,"Cooper-Hewitt National Design Museum",25000,,2011,,
104124,159297,22281,"F.M. Kirby Foundation",22557,"Corning Museum of Glass",12500,,2011,,
104125,159298,22281,"F.M. Kirby Foundation",21320,"Council of New Jersey Grantmakers",25000,,2011,,
104126,159299,22281,"F.M. Kirby Foundation",17909,"Covenant House New Jersey",50000,,2011,,
104127,159300,22281,"F.M. Kirby Foundation",1389,"Criminal Justice Legal Foundation",30000,,2011,,
104128,159301,22281,"F.M. Kirby Foundation",5103,"Crohn's &amp; Colitis Foundation of America",100000,,2011,,
104129,159302,22281,"F.M. Kirby Foundation",17912,"Daytop Village of New Jersey",25000,,2011,,
104130,159303,22281,"F.M. Kirby Foundation",22497,"Dolgeville Central School (Dolgeville NY)",1500,,2011,,
104131,159304,22281,"F.M. Kirby Foundation",22558,"Dolgeville Violet Festival",2500,,2011,,
104132,159305,22281,"F.M. Kirby Foundation",22093,"Drew University",110000,,2011,,
104133,159306,22281,"F.M. Kirby Foundation",22465,"Durham Academy (Durham NC)",253333,,2011,,
104134,159307,22281,"F.M. Kirby Foundation",22311,"Durham Symphony",17500,,2011,,
104135,159308,22281,"F.M. Kirby Foundation",21044,"Employment Horizons",45000,,2011,,
104136,159309,22281,"F.M. Kirby Foundation",16877,EngenderHealth,80000,,2011,,
104137,159310,22281,"F.M. Kirby Foundation",22315,"English-Speaking Union of the United States",12500,,2011,,
104138,159311,22281,"F.M. Kirby Foundation",7280,"Environmental Defense Fund",100000,,2011,,
104139,159312,22281,"F.M. Kirby Foundation",22317,"Episcopal Preaching Foundation",22500,,2011,,
104140,159313,22281,"F.M. Kirby Foundation",5532,"Excellent Education for Everyone",90000,,2011,,
104141,159314,22281,"F.M. Kirby Foundation",22318,"F.M. Kirby Center for the Performing Arts",165000,,2011,,
104142,159315,22281,"F.M. Kirby Foundation",7282,"Fairfield University",22500,,2011,,
104143,159316,22281,"F.M. Kirby Foundation",22319,"Family Service Association of Northeastern Pennsylvania",10000,,2011,,
104144,159317,22281,"F.M. Kirby Foundation",22098,"Family Service of Morris County",90000,,2011,,
104145,159318,22281,"F.M. Kirby Foundation",842,"Federalist Society for Law and Public Policy Studies",40000,,2011,,
104146,159319,22281,"F.M. Kirby Foundation",3436,"Federation for American Immigration Reform",105000,,2011,,
104147,159320,22281,"F.M. Kirby Foundation",22541,"Fine Arts Committee/Diplomatic Reception Rooms",15000,,2011,,
104148,159321,22281,"F.M. Kirby Foundation",22321,"First Night Morris",7500,,2011,,
104149,159322,22281,"F.M. Kirby Foundation",22490,"Fisher Center For Alzheimer's Research Foundation",200000,,2011,,
104150,159323,22281,"F.M. Kirby Foundation",3992,"Foundation Center",15000,,2011,,
104151,159324,22281,"F.M. Kirby Foundation",4655,"Foundation Fighting Blindness",80000,,2011,,
104152,159325,22281,"F.M. Kirby Foundation",1448,"Foundation for Individual Rights in Education",45000,,2011,,
104153,159326,22281,"F.M. Kirby Foundation",22581,"Foundation for Morristown Medical Center",175000,,2011,,
104154,159327,22281,"F.M. Kirby Foundation",844,"Free Congress Research and Education Foundation",5000,,2011,,
104155,159328,22281,"F.M. Kirby Foundation",845,"Freedom Alliance",15000,,2011,,
104156,159329,22281,"F.M. Kirby Foundation",8620,"Freedom House",10000,,2011,,
104157,159330,22281,"F.M. Kirby Foundation",22582,"Freedom House - New Jersey",10000,,2011,,
104158,159331,22281,"F.M. Kirby Foundation",22583,"Friends of the North Carolina Museum of Natural Sciences",20000,,2011,,
104159,159332,22281,"F.M. Kirby Foundation",848,"Fund for American Studies",30000,,2011,,
104160,159333,22281,"F.M. Kirby Foundation",22559,"Gill St. Bernard's School",125000,,2011,,
104161,159334,22281,"F.M. Kirby Foundation",22567,"Girl Scouts of Northern New Jersey",35000,,2011,,
104162,159335,22281,"F.M. Kirby Foundation",17927,"Gladney Center for Adoption",40000,,2011,,
104163,159336,22281,"F.M. Kirby Foundation",17928,"Good Grief",15000,,2011,,
104164,159337,22281,"F.M. Kirby Foundation",22327,"Grace Counseling Center",20000,,2011,,
104165,159338,22281,"F.M. Kirby Foundation",22528,"Grace Episcopal Church (Madison NJ)",25000,,2011,,
104166,159339,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",17500,,2011,,
104167,159340,22281,"F.M. Kirby Foundation",22584,"Greater Morristown YMCA",30000,,2011,,
104168,159341,22281,"F.M. Kirby Foundation",22491,"Greater Newark Conservancy",45000,,2011,,
104169,159342,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",20000,,2011,,
104170,159343,22281,"F.M. Kirby Foundation",22542,"Growingstage - The Children's Theatre of New Jersey",17500,,2011,,
104171,159344,22281,"F.M. Kirby Foundation",18792,GuideStar,10000,,2011,,
104172,159345,22281,"F.M. Kirby Foundation",22543,"Guttmacher Institute",30000,,2011,,
104173,159346,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",40000,,2011,,
104174,159347,22281,"F.M. Kirby Foundation",5475,"Hackley School",40000,,2011,,
104175,159348,22281,"F.M. Kirby Foundation",22334,"Healthy Eyes Alliance",10000,,2011,,
104176,159349,22281,"F.M. Kirby Foundation",22335,HelpHOPELive,10000,,2011,,
104177,159350,22281,"F.M. Kirby Foundation",808,"Hillsdale College",10000,,2011,,
104178,159351,22281,"F.M. Kirby Foundation",22469,"Homeless Solutions Inc.",40000,,2011,,
104179,159352,22281,"F.M. Kirby Foundation",22338,"Hope House",27500,,2011,,
104180,159353,22281,"F.M. Kirby Foundation",6025,"Hospital for Special Surgery",150000,,2011,,
104181,159354,22281,"F.M. Kirby Foundation",22585,"Housing for New Hope (Durham NC)",10000,,2011,,
104182,159355,22281,"F.M. Kirby Foundation",1463,"Hudson Institute",25000,,2011,,
104183,159356,22281,"F.M. Kirby Foundation",22340,"Hugh Moore Historical Park and Museum",50000,,2011,,
104184,159357,22281,"F.M. Kirby Foundation",3942,"Institute for American Values",15000,,2011,,
104185,159358,22281,"F.M. Kirby Foundation",1321,"Institute for Humane Studies",22500,,2011,,
104186,159359,22281,"F.M. Kirby Foundation",856,"Institute for Justice",65000,,2011,,
104187,159360,22281,"F.M. Kirby Foundation",857,"Intercollegiate Studies Institute",215000,,2011,,
104188,159361,22281,"F.M. Kirby Foundation",17946,"Interfaith Food Pantry",20000,,2011,,
104189,159362,22281,"F.M. Kirby Foundation",9458,"International Swimming Hall of Fame",55000,,2011,,
104190,159363,22281,"F.M. Kirby Foundation",1534,"Jamestown Foundation",10000,,2011,,
104191,159364,22281,"F.M. Kirby Foundation",17947,"Jersey Battered Women's Service",85000,,2011,,
104192,159365,22281,"F.M. Kirby Foundation",22470,"Jersey Cares Inc.",15000,,2011,,
104193,159366,22281,"F.M. Kirby Foundation",22344,"Kennedy Drieger Institute",200000,,2011,,
104194,159367,22281,"F.M. Kirby Foundation",22586,"Key West Council On The Arts",2000,,2011,,
104195,159368,22281,"F.M. Kirby Foundation",22568,"Kidzu Children's Museum",5000,,2011,,
104196,159369,22281,"F.M. Kirby Foundation",6553,"Lafayette College",3000,,2011,,
104197,159370,22281,"F.M. Kirby Foundation",6553,"Lafayette College",5000,,2011,,
104198,159371,22281,"F.M. Kirby Foundation",6553,"Lafayette College",10000,,2011,,
104199,159372,22281,"F.M. Kirby Foundation",6553,"Lafayette College",12500,,2011,,
104200,159373,22281,"F.M. Kirby Foundation",6553,"Lafayette College",30000,,2011,,
104201,159374,22281,"F.M. Kirby Foundation",6553,"Lafayette College",42500,,2011,,
104202,159375,22281,"F.M. Kirby Foundation",6553,"Lafayette College",250000,,2011,,
104203,159376,22281,"F.M. Kirby Foundation",6553,"Lafayette College",300000,,2011,,
104204,159377,22281,"F.M. Kirby Foundation",6553,"Lafayette College",500000,,2011,,
104205,159378,22281,"F.M. Kirby Foundation",939,"Leadership Institute",90000,,2011,,
104206,159379,22281,"F.M. Kirby Foundation",9216,"Learning Ally",30000,,2011,,
104207,159380,22281,"F.M. Kirby Foundation",22345,"Leukemia &amp; Lymphoma Society - Northern New Jersey Chapter",150000,,2011,,
104208,159381,22281,"F.M. Kirby Foundation",863,"Lexington Institute",30000,,2011,,
104209,159382,22281,"F.M. Kirby Foundation",22492,"Liberty Science Center",35000,,2011,,
104210,159383,22281,"F.M. Kirby Foundation",7395,"Lincoln Center for the Performing Arts",45000,,2011,,
104211,159384,22281,"F.M. Kirby Foundation",14677,"Lincoln Center Theater",30000,,2011,,
104212,159385,22281,"F.M. Kirby Foundation",22439,"Literacy Volunteers of Morris County",15000,,2011,,
104213,159386,22281,"F.M. Kirby Foundation",22347,"Little Falls Hospital",425000,,2011,,
104214,159387,22281,"F.M. Kirby Foundation",22349,"Macculloch Hall Historical Museum",25000,,2011,,
104215,159388,22281,"F.M. Kirby Foundation",22350,"Madison Area YMCA",75000,,2011,,
104216,159389,22281,"F.M. Kirby Foundation",867,"Manhattan Institute for Policy Research",85000,,2011,,
104217,159390,22281,"F.M. Kirby Foundation",22351,"Market Street Mission",50000,,2011,,
104218,159391,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",250000,,2011,,
104219,159392,22281,"F.M. Kirby Foundation",29135,"Media Research Center",25000,,2011,,
104220,159393,22281,"F.M. Kirby Foundation",22353,"Mental Health Association in New Jersey",5000,,2011,,
104221,159394,22281,"F.M. Kirby Foundation",22354,"Mental Health Association of Morris County",10000,,2011,,
104222,159395,22281,"F.M. Kirby Foundation",22441,"Morris County Historical Society",10000,,2011,,
104223,159396,22281,"F.M. Kirby Foundation",22548,"Morris Habitat for Humanity",35000,,2011,,
104224,159397,22281,"F.M. Kirby Foundation",19064,"Morris Museum",45000,,2011,,
104225,159398,22281,"F.M. Kirby Foundation",22127,"Morristown Neighborhood House Association",60000,,2011,,
104226,159399,22281,"F.M. Kirby Foundation",1331,"Mount Vernon Ladies' Association",250000,,2011,,
104227,159400,22281,"F.M. Kirby Foundation",22360,"Mountaintop Hose Company No. 1",6000,,2011,,
104228,159401,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",4000,,2011,,
104229,159402,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",6000,,2011,,
104230,159403,22281,"F.M. Kirby Foundation",22362,"Museum of Early Trades and Crafts",25000,,2011,,
104231,159404,22281,"F.M. Kirby Foundation",7134,"Museum of Modern Art",20000,,2011,,
104232,159405,22281,"F.M. Kirby Foundation",1344,"National Association of Scholars",40000,,2011,,
104233,159406,22281,"F.M. Kirby Foundation",4154,"National Constitution Center",75000,,2011,,
104234,159407,22281,"F.M. Kirby Foundation",9240,"National Council for Adoption",45000,,2011,,
104235,159408,22281,"F.M. Kirby Foundation",4203,"National Fatherhood Initiative",65000,,2011,,
104236,159409,22281,"F.M. Kirby Foundation",22364,"National Football Foundation and College Hall of Fame",90000,,2011,,
104237,159410,22281,"F.M. Kirby Foundation",876,"National Legal and Policy Center",5000,,2011,,
104238,159411,22281,"F.M. Kirby Foundation",877,"National Right to Work Legal Defense Foundation",90000,,2011,,
104239,159412,22281,"F.M. Kirby Foundation",7865,"National Shingles Foundation",95000,,2011,,
104240,159413,22281,"F.M. Kirby Foundation",1467,"Negative Population Growth",30000,,2011,,
104241,159414,22281,"F.M. Kirby Foundation",1398,"Network For Teaching Entrepreneurship",90000,,2011,,
104242,159415,22281,"F.M. Kirby Foundation",22501,"New Eyes for the Needy",5000,,2011,,
104243,159416,22281,"F.M. Kirby Foundation",22442,"New Jersey Audubon Society",37500,,2011,,
104244,159417,22281,"F.M. Kirby Foundation",22531,"New Jersey Ballet Company",10000,,2011,,
104245,159418,22281,"F.M. Kirby Foundation",22577,"New Jersey Chamber of Commerce Foundation",20000,,2011,,
104246,159419,22281,"F.M. Kirby Foundation",22367,"New Jersey Coalition for Battered Women",10000,,2011,,
104247,159420,22281,"F.M. Kirby Foundation",22368,"New Jersey Conservation Foundation",90000,,2011,,
104248,159421,22281,"F.M. Kirby Foundation",22369,"New Jersey GASP",60000,,2011,,
104249,159422,22281,"F.M. Kirby Foundation",22370,"New Jersey Health Foundation",225000,,2011,,
104250,159423,22281,"F.M. Kirby Foundation",17978,"New Jersey Performing Arts Center",20000,,2011,,
104251,159424,22281,"F.M. Kirby Foundation",19068,"New Jersey SEEDS",25000,,2011,,
104252,159425,22281,"F.M. Kirby Foundation",22477,"New Jersey Theatre Alliance",17500,,2011,,
104253,159426,22281,"F.M. Kirby Foundation",7133,"New York Botanical Garden",20000,,2011,,
104254,159427,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",20000,,2011,,
104255,159428,22281,"F.M. Kirby Foundation",6037,"New York Public Library",7500,,2011,,
104256,159429,22281,"F.M. Kirby Foundation",22373,"Newark Boys Chorus School",25000,,2011,,
104257,159430,22281,"F.M. Kirby Foundation",22587,"Newark Public Radio",10000,,2011,,
104258,159431,22281,"F.M. Kirby Foundation",22550,"NewBridge Services",15000,,2011,,
104259,159432,22281,"F.M. Kirby Foundation",7300,"Nightingale-Bamford School",10000,,2011,,
104260,159433,22281,"F.M. Kirby Foundation",12434,"North Carolina Coastal Land Trust",20000,,2011,,
104261,159434,22281,"F.M. Kirby Foundation",22551,"North Carolina Public Radio",25000,,2011,,
104262,159435,22281,"F.M. Kirby Foundation",3276,"North Carolina State University",50000,,2011,,
104263,159436,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",25000,,2011,,
104264,159437,22281,"F.M. Kirby Foundation",22578,"OneGift (Morristown NJ)",15000,,2011,,
